,ride_date
8176,2019-07-09
8177,2021-11-06
8178,2021-11-06
8179,2017-11-16
8180,2019-02-27
8181,2018-01-23
8182,2018-05-06
8183,2019-04-02
8184,2019-02-25
8185,2019-12-23
8186,2021-11-06
8187,2018-11-28
8188,2021-11-06
8189,2019-10-15
8190,2019-08-26
8191,2021-11-06
8192,2018-04-19
8193,2021-11-06
8194,2020-02-07
8195,2021-11-06
8196,2019-03-31
8197,2019-07-31
8198,2017-03-17
8199,2018-01-19
8200,2019-01-06
8201,2020-01-17
8202,2017-11-19
8203,2019-05-31
8204,2017-08-10
8205,2019-05-22
8206,2019-02-22
8207,2017-08-20
8208,2021-11-06
8209,2019-12-11
8210,2021-11-06
8211,2017-03-26
8212,2018-01-23
8213,2021-11-06
8214,2018-11-24
8215,2018-06-28
8216,2018-08-13
8217,2019-03-14
8218,2017-10-05
8219,2018-11-20
8220,2021-11-06
8221,2017-06-11
8222,2018-07-10
8223,2017-05-24
8224,2021-11-06
8225,2017-09-12
8226,2017-11-16
8227,2021-11-06
8228,2017-02-07
8229,2019-11-11
8230,2019-09-27
8231,2018-08-19
8232,2019-07-22
8233,2018-12-03
8234,2019-06-19
8235,2018-12-04
8236,2021-11-06
8237,2017-11-01
8238,2018-01-01
8239,2019-03-09
8240,2017-07-03
8241,2018-11-26
8242,2017-08-24
8243,2017-09-10
8244,2018-09-15
8245,2017-07-04
8246,2018-07-25
8247,2018-02-21
8248,2017-11-04
8249,2021-11-06
8250,2018-08-18
8251,2021-11-06
8252,2017-02-09
8253,2021-11-06
8254,2021-11-06
8255,2021-11-06
8256,2018-02-21
8257,2018-05-18
8258,2021-11-06
8259,2021-11-06
8260,2021-11-06
8261,2019-04-07
8262,2018-05-07
8263,2018-08-22
8264,2021-11-06
8265,2017-04-16
8266,2017-06-03
8267,2017-06-08
8268,2019-05-24
8269,2021-11-06
8270,2021-11-06
8271,2021-11-06
8272,2017-09-14
8273,2021-11-06
8274,2017-02-24
8275,2018-07-24
8276,2019-09-20
8277,2017-01-19
8278,2020-01-02
8279,2021-11-06
8280,2021-11-06
8281,2018-06-26
8282,2018-11-26
8283,2021-11-06
8284,2017-05-23
8285,2018-11-21
8286,2018-09-30
8287,2018-11-27
8288,2019-03-13
8289,2021-11-06
8290,2020-01-11
8291,2021-11-06
8292,2019-04-25
8293,2017-09-22
8294,2017-03-28
8295,2019-08-11
8296,2017-03-26
8297,2017-09-12
8298,2019-03-15
8299,2018-03-20
8300,2021-11-06
8301,2017-04-16
8302,2018-12-15
8303,2018-12-02
8304,2021-11-06
8305,2021-11-06
8306,2018-01-19
8307,2017-11-27
8308,2019-05-21
8309,2018-08-12
8310,2017-10-18
8311,2017-12-13
8312,2020-01-29
8313,2017-08-12
8314,2017-01-04
8315,2021-11-06
8316,2019-02-15
8317,2018-02-26
8318,2021-11-06
8319,2017-11-27
8320,2019-05-02
8321,2019-07-05
8322,2019-01-30
8323,2018-04-05
8324,2017-09-12
8325,2018-07-09
8326,2019-10-01
8327,2021-11-06
8328,2018-10-06
8329,2019-05-09
8330,2019-03-08
8331,2020-02-18
8332,2021-11-06
8333,2021-11-06
8334,2021-11-06
8335,2018-11-04
8336,2017-06-09
8337,2021-11-06
8338,2017-02-22
8339,2021-11-06
8340,2020-02-06
8341,2019-03-23
8342,2021-11-06
8343,2018-02-12
8344,2018-05-13
8345,2017-02-10
8346,2019-07-23
8347,2018-08-30
8348,2018-06-05
8349,2018-09-26
8350,2019-10-04
8351,2018-03-02
8352,2019-04-15
8353,2018-05-01
8354,2018-05-02
8355,2018-03-16
8356,2019-05-03
8357,2017-05-10
8358,2017-11-26
8359,2019-06-25
8360,2019-03-01
8361,2021-11-06
8362,2018-12-22
8363,2019-06-10
8364,2017-01-08
8365,2018-12-30
8366,2018-09-11
8367,2017-01-20
8368,2017-10-23
8369,2017-01-29
8370,2019-09-28
8371,2017-03-22
8372,2017-10-12
8373,2021-11-06
8374,2018-11-21
8375,2021-11-06
8376,2018-08-23
8377,2021-11-06
8378,2017-01-31
8379,2019-02-09
8380,2019-04-30
8381,2018-01-07
8382,2017-06-15
8383,2018-10-30
8384,2017-06-25
8385,2019-05-20
8386,2017-05-26
8387,2018-11-25
8388,2019-01-29
8389,2020-01-25
8390,2018-08-18
8391,2017-10-02
8392,2021-11-06
8393,2018-03-06
8394,2021-11-06
8395,2017-07-11
8396,2019-11-04
8397,2021-11-06
8398,2017-11-14
8399,2017-02-23
8400,2017-01-18
8401,2019-11-07
8402,2018-01-24
8403,2018-04-24
8404,2019-05-12
8405,2019-09-22
8406,2018-12-22
8407,2019-08-14
8408,2018-08-05
8409,2017-01-23
8410,2018-03-18
8411,2018-09-17
8412,2018-05-31
8413,2019-03-10
8414,2019-05-25
8415,2021-11-06
8416,2021-11-06
8417,2021-11-06
8418,2017-03-03
8419,2019-11-09
8420,2019-07-15
8421,2017-03-25
8422,2019-04-13
8423,2017-08-25
8424,2019-12-21
8425,2018-05-18
8426,2017-04-09
8427,2018-03-31
8428,2021-11-06
8429,2019-04-01
8430,2019-05-05
8431,2019-07-30
8432,2021-11-06
8433,2019-11-28
8434,2017-01-17
8435,2021-11-06
8436,2021-11-06
8437,2021-11-06
8438,2021-11-06
8439,2019-06-14
8440,2019-09-10
8441,2019-04-09
8442,2019-01-14
8443,2018-02-23
8444,2017-01-22
8445,2018-02-21
8446,2017-06-27
8447,2017-11-23
8448,2018-09-12
8449,2021-11-06
8450,2019-03-21
8451,2018-02-21
8452,2017-05-08
8453,2017-06-27
8454,2017-12-04
8455,2018-04-03
8456,2021-11-06
8457,2019-08-21
8458,2018-09-15
8459,2018-04-15
8460,2017-09-25
8461,2018-08-16
8462,2021-11-06
8463,2019-10-20
8464,2019-10-26
8465,2017-02-21
8466,2019-10-24
8467,2019-08-07
8468,2018-01-20
8469,2017-04-27
8470,2017-03-25
8471,2018-12-16
8472,2017-09-20
8473,2017-02-11
8474,2018-02-06
8475,2017-04-28
8476,2021-11-06
8477,2017-02-08
8478,2018-11-24
8479,2018-05-03
8480,2021-11-06
8481,2018-02-11
8482,2019-09-26
8483,2019-06-03
8484,2017-10-25
8485,2019-12-27
8486,2017-05-11
8487,2019-12-24
8488,2020-01-20
8489,2017-09-01
8490,2017-08-06
8491,2017-03-12
8492,2017-07-17
8493,2021-11-06
8494,2018-03-04
8495,2019-11-06
8496,2019-04-12
8497,2018-10-06
8498,2019-06-29
8499,2021-11-06
8500,2018-10-16
8501,2017-07-22
8502,2017-05-23
8503,2018-07-17
8504,2019-12-14
8505,2017-07-28
8506,2019-07-29
8507,2019-03-10
8508,2018-03-04
8509,2018-03-08
8510,2019-09-28
8511,2021-11-06
8512,2017-03-19
8513,2020-02-09
8514,2019-07-20
8515,2017-09-01
8516,2017-04-06
8517,2018-05-03
8518,2019-06-29
8519,2019-06-18
8520,2019-05-28
8521,2021-11-06
8522,2020-01-06
8523,2017-08-06
8524,2017-04-16
8525,2021-11-06
8526,2018-10-19
8527,2018-01-21
8528,2019-06-27
8529,2017-11-07
8530,2018-03-19
8531,2017-10-10
8532,2019-04-29
8533,2018-09-06
8534,2018-08-18
8535,2018-08-14
8536,2017-05-22
8537,2018-06-14
8538,2017-05-29
8539,2018-12-01
8540,2018-01-12
8541,2017-04-18
8542,2021-11-06
8543,2017-10-02
8544,2021-11-06
8545,2017-10-29
8546,2017-02-06
8547,2021-11-06
8548,2019-06-27
8549,2018-06-16
8550,2018-03-27
8551,2018-11-24
8552,2018-09-23
8553,2018-03-22
8554,2018-12-25
8555,2018-12-10
8556,2017-12-05
8557,2019-08-02
8558,2021-11-06
8559,2021-11-06
8560,2018-02-02
8561,2019-07-11
8562,2018-01-24
8563,2019-07-22
8564,2018-03-14
8565,2019-04-12
8566,2017-11-28
8567,2017-03-18
8568,2019-12-14
8569,2021-11-06
8570,2019-03-06
8571,2018-10-18
8572,2021-11-06
8573,2019-07-31
8574,2021-11-06
8575,2018-11-24
8576,2019-11-09
8577,2019-09-08
8578,2019-06-19
8579,2019-04-04
8580,2017-12-16
8581,2021-11-06
8582,2018-03-20
8583,2019-02-01
8584,2017-01-19
8585,2019-12-26
8586,2019-01-19
8587,2021-11-06
8588,2018-09-30
8589,2021-11-06
8590,2018-07-07
8591,2018-08-27
8592,2017-01-15
8593,2017-01-14
8594,2017-01-24
8595,2021-11-06
8596,2021-11-06
8597,2019-10-18
8598,2017-11-11
8599,2017-08-10
8600,2018-01-26
8601,2018-06-09
8602,2017-11-17
8603,2019-04-07
8604,2017-11-18
8605,2017-12-13
8606,2019-08-08
8607,2017-07-10
8608,2019-10-16
8609,2017-11-14
8610,2017-03-07
8611,2019-04-18
8612,2019-07-28
8613,2018-07-06
8614,2018-01-29
8615,2021-11-06
8616,2021-11-06
8617,2017-03-08
8618,2018-10-29
8619,2019-07-16
8620,2017-11-09
8621,2018-09-02
8622,2017-11-21
8623,2019-11-05
8624,2021-11-06
8625,2021-11-06
8626,2021-11-06
8627,2017-02-23
8628,2017-07-25
8629,2017-04-01
8630,2017-04-23
8631,2019-12-02
8632,2019-01-07
8633,2020-02-03
8634,2017-03-23
8635,2018-06-27
8636,2019-08-19
8637,2018-03-24
8638,2019-07-21
8639,2020-01-10
8640,2019-05-15
8641,2021-11-06
8642,2019-12-20
8643,2018-08-16
8644,2018-03-11
8645,2018-10-02
8646,2017-11-19
8647,2018-09-19
8648,2018-04-04
8649,2018-01-03
8650,2021-11-06
8651,2021-11-06
8652,2019-07-16
8653,2018-07-15
8654,2021-11-06
8655,2021-11-06
8656,2021-11-06
8657,2017-10-13
8658,2017-11-07
8659,2017-07-23
8660,2017-04-11
8661,2017-08-05
8662,2019-09-03
8663,2017-05-08
8664,2021-11-06
8665,2017-09-11
8666,2017-08-30
8667,2019-06-17
8668,2017-03-01
8669,2017-07-22
8670,2017-02-21
8671,2018-11-09
8672,2019-07-22
8673,2019-03-27
8674,2017-03-08
8675,2017-06-18
8676,2018-07-28
8677,2018-01-28
8678,2018-05-25
8679,2018-07-03
8680,2017-07-26
8681,2019-10-05
8682,2019-05-28
8683,2019-01-03
8684,2017-10-11
8685,2019-04-21
8686,2018-03-06
8687,2021-11-06
8688,2021-11-06
8689,2021-11-06
8690,2018-04-01
8691,2021-11-06
8692,2019-11-15
8693,2021-11-06
8694,2019-04-20
8695,2019-11-10
8696,2017-10-23
8697,2018-01-17
8698,2018-05-03
8699,2020-02-18
8700,2017-02-03
8701,2021-11-06
8702,2021-11-06
8703,2019-01-03
8704,2018-01-18
8705,2018-09-09
8706,2020-01-24
8707,2021-11-06
8708,2019-12-02
8709,2017-07-26
8710,2021-11-06
8711,2021-11-06
8712,2019-06-20
8713,2018-07-26
8714,2021-11-06
8715,2018-01-11
8716,2019-12-04
8717,2018-03-31
8718,2021-11-06
8719,2021-11-06
8720,2017-07-06
8721,2019-05-31
8722,2021-11-06
8723,2019-02-04
8724,2017-09-08
8725,2017-01-18
8726,2019-09-25
8727,2020-02-14
8728,2017-09-11
8729,2019-06-27
8730,2019-09-03
8731,2017-02-10
8732,2021-11-06
8733,2021-11-06
8734,2017-08-14
8735,2017-01-29
8736,2021-11-06
8737,2019-11-30
8738,2021-11-06
8739,2021-11-06
8740,2017-04-19
8741,2021-11-06
8742,2021-11-06
8743,2019-01-24
8744,2018-07-30
8745,2021-11-06
8746,2019-07-01
8747,2021-11-06
8748,2018-07-04
8749,2018-09-05
8750,2019-09-18
8751,2018-05-21
8752,2018-01-01
8753,2017-02-27
8754,2018-12-24
8755,2021-11-06
8756,2018-06-11
8757,2021-11-06
8758,2019-12-18
8759,2021-11-06
8760,2017-03-27
8761,2017-08-23
8762,2018-05-09
8763,2019-01-17
8764,2021-11-06
8765,2018-08-08
8766,2018-10-17
8767,2017-06-30
8768,2019-04-06
8769,2021-11-06
8770,2019-09-10
8771,2021-11-06
8772,2019-06-09
8773,2017-01-05
8774,2017-03-04
8775,2018-04-21
8776,2017-03-01
8777,2017-11-15
8778,2019-03-08
8779,2021-11-06
8780,2017-09-14
8781,2018-07-23
8782,2017-12-21
8783,2019-06-10
8784,2019-07-28
8785,2018-12-04
8786,2021-11-06
8787,2017-09-28
8788,2021-11-06
8789,2020-01-24
8790,2018-03-28
8791,2017-07-16
8792,2019-02-28
8793,2021-11-06
8794,2021-11-06
8795,2019-07-06
8796,2017-12-23
8797,2019-02-06
8798,2019-12-03
8799,2019-11-13
8800,2019-01-25
8801,2017-03-23
8802,2017-09-30
8803,2019-08-07
8804,2018-12-14
8805,2019-06-30
8806,2020-01-06
8807,2017-05-11
8808,2017-09-13
8809,2021-11-06
8810,2021-11-06
8811,2019-07-11
8812,2018-06-14
8813,2017-08-22
8814,2018-01-30
8815,2018-08-15
8816,2021-11-06
8817,2018-08-27
8818,2017-04-15
8819,2019-03-06
8820,2018-06-09
8821,2018-02-26
8822,2019-06-25
8823,2018-10-22
8824,2017-02-23
8825,2018-12-30
8826,2018-12-12
8827,2017-09-23
8828,2021-11-06
8829,2019-08-25
8830,2019-04-09
8831,2019-03-17
8832,2018-05-08
8833,2019-10-13
8834,2019-11-30
8835,2020-01-08
8836,2021-11-06
8837,2017-10-29
8838,2019-09-22
8839,2018-06-24
8840,2018-02-14
8841,2019-02-10
8842,2019-06-13
8843,2018-05-14
8844,2018-08-27
8845,2021-11-06
8846,2019-01-15
8847,2018-01-15
8848,2019-09-02
8849,2017-04-27
8850,2021-11-06
8851,2019-05-10
8852,2021-11-06
8853,2017-07-30
8854,2021-11-06
8855,2019-10-16
8856,2021-11-06
8857,2017-05-06
8858,2019-10-04
8859,2021-11-06
8860,2021-11-06
8861,2018-12-15
8862,2017-11-28
8863,2019-08-10
8864,2021-11-06
8865,2017-11-27
8866,2017-09-17
8867,2018-07-08
8868,2021-11-06
8869,2018-03-04
8870,2018-02-15
8871,2021-11-06
8872,2019-08-14
8873,2021-11-06
8874,2017-09-12
8875,2019-01-04
8876,2019-07-28
8877,2021-11-06
8878,2019-01-17
8879,2018-12-16
8880,2019-03-31
8881,2017-05-13
8882,2017-07-15
8883,2019-11-18
8884,2019-10-25
8885,2019-08-14
8886,2018-10-19
8887,2019-01-28
8888,2021-11-06
8889,2017-12-24
8890,2017-05-13
8891,2021-11-06
8892,2018-07-31
8893,2017-02-19
8894,2017-07-18
8895,2018-01-12
8896,2018-11-27
8897,2019-03-31
8898,2019-02-10
8899,2018-08-09
8900,2018-04-10
8901,2018-06-04
8902,2017-07-11
8903,2019-12-24
8904,2019-02-23
8905,2019-11-16
8906,2021-11-06
8907,2018-04-16
8908,2021-11-06
8909,2017-12-08
8910,2017-06-26
8911,2018-10-26
8912,2018-04-20
8913,2018-01-05
8914,2017-05-23
8915,2017-03-22
8916,2018-02-12
8917,2018-08-08
8918,2018-12-22
8919,2019-10-18
8920,2021-11-06
8921,2018-02-07
8922,2019-01-26
8923,2018-11-23
8924,2019-04-29
8925,2021-11-06
8926,2018-06-10
8927,2017-01-03
8928,2019-03-27
8929,2019-05-15
8930,2017-11-01
8931,2021-11-06
8932,2018-09-05
8933,2018-01-31
8934,2019-03-25
8935,2021-11-06
8936,2021-11-06
8937,2020-01-23
8938,2018-02-18
8939,2017-12-06
8940,2018-11-13
8941,2018-08-09
8942,2018-08-25
8943,2018-07-06
8944,2017-11-21
8945,2017-06-21
8946,2018-07-14
8947,2019-02-13
8948,2021-11-06
8949,2019-07-17
8950,2018-03-25
8951,2019-08-27
8952,2018-03-21
8953,2018-05-13
8954,2019-12-29
8955,2018-12-18
8956,2021-11-06
8957,2017-01-02
8958,2018-04-25
8959,2018-08-11
8960,2021-11-06
8961,2017-07-06
8962,2018-06-18
8963,2017-05-01
8964,2017-10-14
8965,2017-11-09
8966,2017-04-01
8967,2021-11-06
8968,2021-11-06
8969,2021-11-06
8970,2019-11-14
8971,2017-06-12
8972,2017-08-19
8973,2017-08-06
8974,2018-02-15
8975,2017-03-24
8976,2018-05-07
8977,2017-05-23
8978,2017-06-12
8979,2018-07-09
8980,2017-01-15
8981,2018-05-05
8982,2018-04-03
8983,2018-05-10
8984,2017-12-30
8985,2019-07-20
8986,2019-10-03
8987,2019-01-25
8988,2019-11-13
8989,2019-10-17
8990,2021-11-06
8991,2017-04-01
8992,2017-07-25
8993,2020-02-08
8994,2019-03-25
8995,2017-11-25
8996,2018-09-16
8997,2021-11-06
8998,2019-02-03
8999,2019-06-16
9000,2017-09-22
9001,2017-02-06
9002,2018-07-31
9003,2017-11-13
9004,2019-08-29
9005,2018-11-03
9006,2021-11-06
9007,2017-03-08
9008,2019-08-13
9009,2021-11-06
9010,2017-03-29
9011,2019-07-04
9012,2019-06-04
9013,2017-02-25
9014,2021-11-06
9015,2019-06-24
9016,2018-08-04
9017,2018-09-17
9018,2017-07-22
9019,2017-03-01
9020,2017-04-07
9021,2017-07-09
9022,2017-12-17
9023,2017-12-10
9024,2018-02-03
9025,2021-11-06
9026,2021-11-06
9027,2018-01-18
9028,2021-11-06
9029,2021-11-06
9030,2021-11-06
9031,2021-11-06
9032,2021-11-06
9033,2021-11-06
9034,2017-07-15
9035,2018-03-19
9036,2021-11-06
9037,2019-07-05
9038,2019-01-21
9039,2019-08-30
9040,2019-02-22
9041,2017-04-06
9042,2018-09-18
9043,2019-07-23
9044,2017-02-14
9045,2021-11-06
9046,2021-11-06
9047,2018-08-08
9048,2017-09-30
9049,2021-11-06
9050,2021-11-06
9051,2021-11-06
9052,2019-12-31
9053,2018-09-25
9054,2021-11-06
9055,2020-01-30
9056,2019-08-31
9057,2018-08-04
9058,2021-11-06
9059,2019-01-23
9060,2017-09-18
9061,2017-08-21
9062,2019-12-10
9063,2021-11-06
9064,2018-11-20
9065,2021-11-06
9066,2018-12-06
9067,2018-07-02
9068,2017-03-24
9069,2019-03-18
9070,2017-07-17
9071,2017-10-13
9072,2017-07-17
9073,2021-11-06
9074,2019-05-19
9075,2021-11-06
9076,2021-11-06
9077,2021-11-06
9078,2019-04-28
9079,2019-07-02
9080,2020-01-14
9081,2017-09-21
9082,2019-03-15
9083,2018-05-22
9084,2019-03-08
9085,2021-11-06
9086,2021-11-06
9087,2021-11-06
9088,2021-11-06
9089,2021-11-06
9090,2017-07-16
9091,2018-07-25
9092,2021-11-06
9093,2019-06-05
9094,2017-03-18
9095,2018-03-09
9096,2019-07-11
9097,2019-10-29
9098,2017-06-29
9099,2017-06-18
9100,2019-01-03
9101,2019-01-31
9102,2020-01-07
9103,2017-04-14
9104,2017-08-18
9105,2019-10-03
9106,2018-11-17
9107,2021-11-06
9108,2021-11-06
9109,2017-11-11
9110,2017-08-20
9111,2017-04-03
9112,2019-11-20
9113,2017-05-20
9114,2017-07-06
9115,2017-07-23
9116,2017-01-15
9117,2019-10-23
9118,2019-02-26
9119,2018-12-29
9120,2019-07-23
9121,2019-03-12
9122,2018-12-08
9123,2019-04-16
9124,2018-05-18
9125,2019-11-12
9126,2021-11-06
9127,2018-09-07
9128,2017-04-01
9129,2018-06-15
9130,2017-04-17
9131,2021-11-06
9132,2021-11-06
9133,2019-08-13
9134,2017-08-15
9135,2018-06-17
9136,2018-10-08
9137,2018-12-18
9138,2018-05-03
9139,2019-06-25
9140,2019-08-11
9141,2021-11-06
9142,2017-03-14
9143,2018-07-22
9144,2019-08-05
9145,2018-01-11
9146,2019-12-10
9147,2021-11-06
9148,2018-08-20
9149,2018-04-14
9150,2019-08-27
9151,2018-04-11
9152,2018-04-19
9153,2019-06-26
9154,2017-08-19
9155,2018-03-23
9156,2017-10-27
9157,2017-07-13
9158,2018-12-23
9159,2021-11-06
9160,2021-11-06
9161,2017-03-14
9162,2021-11-06
9163,2021-11-06
9164,2021-11-06
9165,2018-01-19
9166,2018-10-25
9167,2019-12-03
9168,2018-01-13
9169,2021-11-06
9170,2019-12-09
9171,2021-11-06
9172,2021-11-06
9173,2017-09-06
9174,2017-11-10
9175,2017-06-13
9176,2019-09-17
9177,2018-11-08
9178,2021-11-06
9179,2019-10-25
9180,2019-11-02
9181,2019-12-01
9182,2018-04-29
9183,2017-07-13
9184,2018-03-05
9185,2021-11-06
9186,2019-08-23
9187,2019-10-24
9188,2019-03-17
9189,2019-02-26
9190,2021-11-06
9191,2018-05-23
9192,2018-01-28
9193,2017-12-14
9194,2019-11-03
9195,2019-10-21
9196,2017-04-16
9197,2017-03-26
9198,2017-12-31
9199,2017-05-28
9200,2020-02-13
9201,2017-12-14
9202,2018-08-31
9203,2019-01-19
9204,2019-08-27
9205,2018-02-01
9206,2021-11-06
9207,2018-09-05
9208,2018-06-27
9209,2019-10-11
9210,2021-11-06
9211,2019-07-08
9212,2021-11-06
9213,2019-10-11
9214,2017-06-14
9215,2021-11-06
9216,2017-12-10
9217,2018-09-20
9218,2018-06-25
9219,2020-02-03
9220,2020-01-13
9221,2018-11-07
9222,2017-08-22
9223,2017-11-11
9224,2018-12-06
9225,2021-11-06
9226,2019-01-14
9227,2017-10-14
9228,2019-05-05
9229,2017-11-25
9230,2019-02-21
9231,2018-12-10
9232,2017-10-02
9233,2017-09-12
9234,2019-07-17
9235,2017-04-21
9236,2017-04-07
9237,2018-06-06
9238,2018-03-19
9239,2019-07-22
9240,2021-11-06
9241,2017-02-01
9242,2018-12-13
9243,2018-12-18
9244,2021-11-06
9245,2021-11-06
9246,2018-09-08
9247,2017-02-05
9248,2017-10-15
9249,2019-05-22
9250,2019-11-06
9251,2020-01-29
9252,2021-11-06
9253,2019-12-02
9254,2018-08-06
9255,2018-07-12
9256,2019-11-14
9257,2017-07-25
9258,2019-06-11
9259,2017-03-11
9260,2017-02-25
9261,2019-01-15
9262,2019-07-24
9263,2017-07-14
9264,2021-11-06
9265,2019-06-06
9266,2018-11-14
9267,2018-08-01
9268,2019-04-04
9269,2019-01-23
9270,2018-03-04
9271,2021-11-06
9272,2018-10-03
9273,2019-07-08
9274,2017-03-23
9275,2018-01-22
9276,2018-12-11
9277,2017-12-27
9278,2017-01-28
9279,2018-12-24
9280,2021-11-06
9281,2021-11-06
9282,2019-09-08
9283,2018-01-15
9284,2019-05-11
9285,2018-04-19
9286,2017-03-29
9287,2018-10-30
9288,2017-09-18
9289,2017-09-01
9290,2019-12-04
9291,2018-10-22
9292,2019-05-17
9293,2021-11-06
9294,2018-08-24
9295,2017-01-09
9296,2018-04-08
9297,2017-08-06
9298,2018-06-21
9299,2020-01-07
9300,2017-05-13
9301,2018-10-08
9302,2017-05-16
9303,2019-02-09
9304,2021-11-06
9305,2019-03-31
9306,2019-02-18
9307,2021-11-06
9308,2018-12-07
9309,2021-11-06
9310,2017-01-28
9311,2018-06-20
9312,2018-09-17
9313,2019-05-17
9314,2017-08-31
9315,2017-03-06
9316,2021-11-06
9317,2017-08-21
9318,2017-05-05
9319,2021-11-06
9320,2018-03-31
9321,2019-12-25
9322,2018-01-10
9323,2018-03-18
9324,2018-01-14
9325,2021-11-06
9326,2021-11-06
9327,2017-03-31
9328,2019-10-02
9329,2019-03-25
9330,2018-06-24
9331,2017-07-06
9332,2019-02-10
9333,2019-08-11
9334,2019-06-24
9335,2017-06-10
9336,2019-04-10
9337,2018-10-17
9338,2019-03-17
9339,2019-08-26
9340,2017-01-16
9341,2018-01-01
9342,2018-11-22
9343,2021-11-06
9344,2019-12-04
9345,2018-02-03
9346,2021-11-06
9347,2019-10-04
9348,2017-06-04
9349,2021-11-06
9350,2021-11-06
9351,2019-04-24
9352,2019-06-01
9353,2017-04-02
9354,2017-06-25
9355,2018-03-19
9356,2018-11-15
9357,2018-05-14
9358,2017-06-17
9359,2019-02-25
9360,2018-03-30
9361,2019-07-07
9362,2018-02-02
9363,2019-04-07
9364,2017-07-31
9365,2017-12-27
9366,2018-11-05
9367,2018-05-30
9368,2019-04-25
9369,2018-03-05
9370,2017-04-11
9371,2017-04-19
9372,2018-05-04
9373,2019-05-17
9374,2018-01-25
9375,2018-10-12
9376,2021-11-06
9377,2017-05-06
9378,2018-12-05
9379,2019-10-15
9380,2021-11-06
9381,2019-02-10
9382,2019-08-17
9383,2017-09-12
9384,2019-04-12
9385,2017-06-01
9386,2021-11-06
9387,2021-11-06
9388,2018-02-01
9389,2019-01-15
9390,2018-05-21
9391,2021-11-06
9392,2019-11-20
9393,2021-11-06
9394,2018-07-06
9395,2021-11-06
9396,2021-11-06
9397,2018-04-16
9398,2020-01-15
9399,2017-07-17
9400,2018-08-26
9401,2021-11-06
9402,2021-11-06
9403,2019-11-15
9404,2021-11-06
9405,2019-11-20
9406,2018-12-21
9407,2017-06-23
9408,2018-05-14
9409,2021-11-06
9410,2018-06-19
9411,2018-06-21
9412,2018-12-07
9413,2021-11-06
9414,2021-11-06
9415,2021-11-06
9416,2021-11-06
9417,2017-12-15
9418,2019-03-31
9419,2017-08-14
9420,2018-03-28
9421,2021-11-06
9422,2019-11-03
9423,2021-11-06
9424,2019-12-31
9425,2018-05-31
9426,2019-08-14
9427,2017-02-12
9428,2019-01-03
9429,2017-08-03
9430,2019-11-17
9431,2017-01-04
9432,2018-07-02
9433,2018-09-26
9434,2019-09-22
9435,2017-06-23
9436,2019-01-09
9437,2019-07-15
9438,2021-11-06
9439,2019-07-11
9440,2019-12-14
9441,2017-03-23
9442,2019-02-08
9443,2019-08-13
9444,2018-04-08
9445,2021-11-06
9446,2019-12-19
9447,2019-02-13
9448,2017-03-03
9449,2018-03-03
9450,2018-02-25
9451,2019-10-19
9452,2020-01-03
9453,2019-03-29
9454,2019-01-02
9455,2021-11-06
9456,2019-08-11
9457,2018-07-14
9458,2018-05-13
9459,2018-10-26
9460,2019-10-31
9461,2019-06-14
9462,2018-06-13
9463,2019-09-09
9464,2017-05-18
9465,2020-02-16
9466,2019-09-23
9467,2017-11-26
9468,2017-10-01
9469,2018-10-27
9470,2019-06-12
9471,2021-11-06
9472,2017-07-31
9473,2017-07-05
9474,2019-02-11
9475,2020-01-17
9476,2019-09-06
9477,2018-09-12
9478,2021-11-06
9479,2019-10-19
9480,2017-09-11
9481,2017-06-21
9482,2019-04-15
9483,2017-05-21
9484,2018-11-24
9485,2017-10-28
9486,2019-09-11
9487,2021-11-06
9488,2021-11-06
9489,2021-11-06
9490,2019-03-21
9491,2019-06-30
9492,2017-05-03
9493,2019-03-10
9494,2021-11-06
9495,2019-10-06
9496,2017-04-18
9497,2021-11-06
9498,2019-03-20
9499,2019-12-31
9500,2021-11-06
9501,2019-05-22
9502,2018-01-31
9503,2018-12-04
9504,2017-05-01
9505,2019-06-01
9506,2018-05-13
9507,2021-11-06
9508,2021-11-06
9509,2018-05-01
9510,2021-11-06
9511,2021-11-06
9512,2021-11-06
9513,2018-07-03
9514,2019-09-11
9515,2017-06-21
9516,2018-05-03
9517,2018-11-09
9518,2021-11-06
9519,2020-02-13
9520,2018-07-20
9521,2017-09-27
9522,2020-01-13
9523,2017-07-27
9524,2019-05-11
9525,2019-09-22
9526,2021-11-06
9527,2020-01-10
9528,2021-11-06
9529,2018-01-24
9530,2017-07-04
9531,2019-03-14
9532,2017-03-04
9533,2018-05-11
9534,2018-07-01
9535,2018-03-05
9536,2018-09-08
9537,2019-10-02
9538,2021-11-06
9539,2019-07-04
9540,2021-11-06
9541,2017-02-15
9542,2021-11-06
9543,2017-03-11
9544,2020-02-04
9545,2019-01-21
9546,2020-01-17
9547,2018-11-29
9548,2017-10-13
9549,2019-06-19
9550,2017-09-30
9551,2018-03-06
9552,2018-02-22
9553,2018-09-12
9554,2017-04-12
9555,2019-09-22
9556,2019-09-16
9557,2021-11-06
9558,2018-08-24
9559,2017-12-05
9560,2019-05-27
9561,2018-12-11
9562,2017-06-15
9563,2021-11-06
9564,2021-11-06
9565,2020-01-16
9566,2019-06-06
9567,2018-12-27
9568,2018-12-21
9569,2019-02-06
9570,2017-07-31
9571,2021-11-06
9572,2018-09-20
9573,2017-06-13
9574,2021-11-06
